Tweet,emotion
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,sadness
"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down",anger
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,anger
"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",other
Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......,sadness
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",sadness
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",other
@Arsenal Giroud's beard is making me angry.,anger
@JuliaHB1 Bloody right ,anger
Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness
"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",sadness
Maybe I can sleep with my chem book on my head and it will all sink in my brain,other
Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢,sadness
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,joy
I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,joy
Somebody who has braved the storm is brewing. ,other
"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)",other
My life is going downhill at an alarming rate,sadness
Don't get #weary in well doing.\n#Faith #God #prayer,joy
"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",joy
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",anger
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,sadness
But uncle buck is on tho . #UncleBuck ,other
Michelle is one of the worst players in bb history #bb18 #bbfinale ,anger
I feel like I am drowning. #depression #anxiety #falure #worthless,sadness
3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕,joy
And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,anger
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger
"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop",other
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,other
Being bad at time management is finally starting to come back to haunt me.,other
@chocorobos I have this one so I'm not so sad.. but wtf,sadness
Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !,other
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!,joy
Honestly today I just felt like maybe track isn't for me #sad,sadness
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger
@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,anger
@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare,anger
@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.,other
im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary,joy
if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,anger
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",joy
I hate when I try to be playful and get shut down lol ...Why so serious🙁,sadness
"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once.",anger
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,sadness
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute,joy
Kinda wished I watched mischievous kiss before playful kiss,joy
Oh man it's been so long since I've played #madden I am trash anymore.,sadness
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,other
It serves a gloomy higher than the wolves of the village,sadness
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,sadness
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2",anger
I don't fuck with people who don't smile back at me in corridors,anger
What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg ,other
"I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny, and I know it's because YOU love them!",joy
im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,anger
Forgot to bring extra boxers to the Y so Im currently commando at Starbucks. This is exhilarating. I feel more liberated than Angelina Jolie,joy
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,sadness
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,joy
@lilpeachbbyy dude dead ass she said if she came she'd start shit with Amy &amp; literally Amy didn't do anything but cal her out on her BS,anger
@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,joy
"#Depression has you wanting to change the past, #anxiety has you focusing on the unknown future. Neither are about living in the present.",sadness
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! ,anger
"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",joy
@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. #offended,anger
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger
@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger
@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist,other
I'd rather dump gasoline all over myself and run into a burning building than use Excel.,sadness
Who's not going to hoco and wants to go to fright fest this Saturday??,joy
@DamnPatriot You're a POS for rejoicing in someone's death.,anger
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy
I really want to go for fright night but I really don't 😁,joy
It's hard to not cheer for team North America since US got taken out.,sadness
Saga: When all of your devices and teles fail just in time for bake off  #gbbo,anger
@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,other
"@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry",anger
"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ☺️",joy
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",sadness
@B4caferacer I see things in  the clouds that others can't see so I can ,joy
but throughout that entire thing I was shaking rlly bad and my heart was racing and I was almost in tears lmao (thanks mr.*****),sadness
"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy
"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",anger
For those of you who I have footage of but didn’t make it into this mix—don’t get discouraged! I ran out of room on the beat this week.,anger
"@midnight #EndTrumpweek please, it's #depressing me.",sadness
"it's so breezy out today, i can't go to back to school night with bare legs like i've had all day",sadness
@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,anger
A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,joy
"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",joy
Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling,joy
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,other
went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness
