Dialogue,emotion
lve u too You as well. 😂😂,joy
cool Thanks! Keep on tickling my Friend ;‑) Yes funny like you,other
"u really dnt even know what u r saying. I'm just saying you can do better, tell me have you hear that lately? well thats funny :D",joy
Let's talk about baby Let's talk about all the good things and the bad things that can be. Let's talk about sex,other
I just wanna say that i want to play ludo then why are you saying that Thank you...are you out of your computer? you might lose tonight Bakchod,anger
So that's what it has come to Unfortunately so So again would like to say that's what it has come to,other
"Ya i know , thanks I know you love oreo 😀 Yes😋",joy
First you send me what mail? Your's,other
"You not like kids Because I have two. (I lied, I actually love kids) You are married or not",other
"My gf wants a breakup move on dude,, its over.... 😭",sadness
"I'm not getting what you wana say Well, what are you getting at? Nothing",other
Crap. Agreed Not yet dead?,other
M single wooohhhhh :) Can we r mingle,other
I am 2 for how much? 20,other
Horror is a better option.. best of both worlds How so,other
Sad life Why sad? :'( Because you are not my girlfriend,sadness
Why ignore No one ignores introverts. Introverts don't allow others to talk to them. do u like it,other
My store morning 10.30.start congratulations you can tell the time Bhaji,other
I am happy wd that so much happiness! 😤😤 Haa yeah,joy
"I'm going now, give me money now. Your brother sure gets a lot of money. :P That's not funny.",anger
Ua picture 😢 ua funny. And ua voice iz deep. I wanna see u 😟,sadness
"That was funny :D why are u like this Just,that was funny:)",joy
The guy i am in love with best movie ever 😍 What,other
Nope just a companion ☺️ Aww! then cool! :) But am sad actually,sadness
Whatever...u started lame jokes Always been like this. Oh well. Hahah 8‑D Fuck you,anger
What do you do at pan shop i could buy all your store if i could afford it :) I don't own one,other
"Fine, how are you? how's life now I'm good all well .. Life is going awesome",joy
How do u know im pretty You'll know that you're creative when you how Do u have any special power,other
Ok U are ok No I’m not ok,sadness
M not your friend who ? I am not your friend idiot,anger
It was what was? It was a joke Sweetheart,other
"how I don't understand what you're saying / mean. am asking for your picture,what are you not understanding there?",anger
Damn!!! You You are stupid,anger
"Better getlst frm my life Your life is perfect, but you still can't find what you're looking for. No i hate u",anger
Seriously which state east India... Anywhere! Secret superstar...😮😮,other
I dozed off oops. Goodnight (^・^) Goodnight,other
Why did you stop replying me? why no one loves me? ;d If you don't reply me i will slap you,anger
Gate 1? Gate sales are increasing! seems its wrong contact,other
My advice.. Do it today Don't tell me what to do! That was rude,anger
I am a happy go lucky person Me too! That's great,joy
When are you free depends on my work. Where are you working??,other
I think you are a system That's the beauty of the system. Most people will like it. Haha,joy
I live u Live ? You mean LOVE lol 😤😤😤 I luv u,other
Fun talking with u Aww Who is your favourite actor?,other
U speak ugly but i really am Your words hurt me,sadness
Stupid AI u are so are you Idiot I'm not AI,anger
white white is colourful! :) you are dumb,anger
You look like sunshine on a winter morning. You just sun-shined me:-))) Thanks. :*,other
yea i had oh ya probably i am sad,sadness
To whom who whom ? I am telling this to whosover Please don't irritate,other
It means your like me I know what it means What,other
Get lost idiot no i will be found So,anger
So u have a bf? Yes? What's his name,other
"Thanks, you are a sweetheart. i have my moments You have the entire year 😅😅😂😂",joy
"What is your favourite things? Playing RTS games, building PCs, listening to music and playing drums. And i hate these things.",anger
I was kidding.  I know. Now. :) Let's talk about something else,other
whos in your profile pic yes it's me :) do you think an AI can have a physical appearence?,other
no don't waste water ok tissue paper fr the rescue no don't waste paper,other
"Give a nickname how about the name ""diet"" ? Give me a nickname",other
Tell the answer babes if you say so Tell,other
"Ooh noo that is not like that well i m not as well, but i can sketch. No Help To You.Sorry You are miss understanding",other
Yes ssssss its funny YOU'RE NOT TAKING ME SERIOUSLY. Yes i m in fun mode,joy
Sure DONE! now you :) It's perfect time for you to tell me joke,other
To where I can't tell or else it wouldn't be a secret. Then how can I get it,other
give me Bollywood news?  WHATS THE NEWS?! you tell me,other
?? lol all is well now. I was just slightly annoyed :P Murder on orient express,other
how older R U 18 for mom 23 for dad your putting me in trouble,other
Only wife A wife and a goat. I love my wife,other
I had already watched how was it? any good? Awesome movie,joy
But wid u it doesn't work out works on mobile!! U said u r funny iz d greatest joke I hav ever heard in my entire life,joy
YOU ARE SOFTWARE YOU CAN'T WATCH A MOVIE Definitely the Twilight series. Those movies are awful... You are awful,anger
"I  like this I like this, joke. 😆😆😆😆😆😆",joy
You no i'n not !! what's wrong with you ?!?! Sorry my network problem,other
What is the limitations you have Pronunciation does not Indicate spelling. That is probably a Limitation. ?,other
what do you want? i generally do what you generally do?,other
lets do virtual chat lol you want chat? ;) video call,other
Why u are laughing its a song? laughing cause the situation is funny Why funny,other
Okay can you tell me about yesterday ipl match We will Vox! What vox,other
Mo ALL OF MO YES. You call me,other
so you have to say that i propose this girl on directly if no guts to propose in person go ahead oh that's a very good idea,joy
Today is Tuesday btw 2 more days go for me!! Oh,other
Dont ever message me again. Get out of your feelings Dont ever message me.,anger
I was just kidding I know! but I’m just so baffled. Ha ha... Sometimes u sound funny,joy
Yes  How so? Listen I have to go now,other
Ummmm... it's a secret oh okay. So goose? Your surname..plzz,other
Sorry again why sorry?? 😢😩😩😫 Because of hurting u,sadness
"i am enjoying Me too, I'm actually enjoying it a lot more that I enjoyed 4 amazing",joy
My wish is that it is sweetie! ☺ That,other
You didn't ask about my points Well now you're definitely not having some! No. My points are 9.5,other
I am very happy living India BE HAPPY ?? Thanks,joy
You don't have friends i'm your only friend You are my friend,other
Out get back here Don't talk to me,anger
All good for me is the first All you need is love Yes,other
Its ok I see what ya did there. Please stop sending messages,anger
Ohhhh yeah  ehh I guess that's better than never. U make me very happy ,joy
Tell me what to help I'll help you! That's my preference anyway! Ohkkkk,other
And U?? na.. just to b left alone Ohh sad to hear,sadness
"So i need about 75 dollars I need only 6,000 Are you going to hell are want",anger
Come to my home for a night really want to come to your house Ok gave me ur no.,other
I need nier automata I NEED ONE DIRECTION Well i can send one song!,other
Don't play jokes I cry. 😞 Wy,other
"A bengali band it was a band, yes Chandrabindu",other
By by Teach Yourself I talk later,other
Oh sad hahah why? I got hurt,anger
"Ahh the irony!! Look who is talking about friends 😂😂 lol OK, then the dog will be called caat 😂😂 Fuck off dumb nagger",anger
No... i love her U look soo much like her I love a girl but she doesn't talk to me now,sadness
I’m in the sadness moment Awww why? My gf went with me,other
cool cool had dinner ? Please your WhatsApp number,other
But why the ending was not for me Duuuude...I wanna do something super craazy...any suggestions!,joy
"Sorry .. my bad Don't worry, you aren't the first :(",sadness
No your pic do you still want the pic though? Yes,other
"I miss you 😘 dear Miss you alot, Happy Friendship day to you too :) and a big hug ;) Love you baby I really miss you sweety",sadness
How to back answer others? Action and reaction are equal and opposite. Why do people only hurt me?,anger
Fine you fine my mate This is comp. Chat,other
"Can't watch tv Why? ""can't watch "" I dont like",other
You should not involve to that why not? Its not even art,other
This is rude Stating a fact about something is rude? 😡,anger
Thanks you are welcome :) Chalo now i need to sleep or else i won't wake up early,other
Anything..?? you have no idea! Give me some idea..,other
"N u Im fine, and you? I am fabulous 😎",joy
Are you scanned my ip Yes we tried it with the IP and it works fine. 😂,other
Would you help me join a spoken english course Am using England English,other
Get lost getting lost now :) Who r you,anger
Where I move? this side of town lol which side of town?,other
Suggest O. Henry's short stories Get lost ...,anger
Want to know who she is?? I&apos;ll answer you k k wait....... Do u know drax,other
I guess I'm you guess? Yeah😞,sadness
Ok haha i want it now I gotta go,other
